idIIP,nazwaGlown,kategoria,rodzaj,x,y
PL.PZGiK.320.NGRP.2,Osiedle Struga,miejscowość,część miasta,16.655215578337824,50.71784561112203
PL.PZGiK.320.NGRP.4,Abisynia,miejscowość,część wsi,17.82297986033353,51.887198246523994
PL.PZGiK.320.NGRP.6,Abisynia,miejscowość,przysiółek wsi,15.65272233507724,52.82535388660447
PL.PZGiK.320.NGRP.7,Abisynia,miejscowość,część wsi,16.03314116858592,52.84614485790384
PL.PZGiK.320.NGRP.8,Abisynia,miejscowość,część miasta,17.970743451611956,50.49729746841269
PL.PZGiK.320.NGRP.9,Abisynia,miejscowość,część wsi,17.837214182881223,53.929285859700805
PL.PZGiK.320.NGRP.10,Abisynia,miejscowość,część miasta,18.71751187298262,53.039023466474866
PL.PZGiK.320.NGRP.11,Abisynia,miejscowość,część wsi,22.49989959887799,52.11614046130924
PL.PZGiK.320.NGRP.13,Abisynia,miejscowość,część wsi,22.526223925611728,52.059934988777435
PL.PZGiK.320.NGRP.14,Abisynia,miejscowość,przysiółek wsi,23.00620852628309,51.68739156008064
PL.PZGiK.320.NGRP.15,Abisynia,miejscowość,część kolonii,23.89059105678184,50.71658004462078
PL.PZGiK.320.NGRP.16,Abisynia,miejscowość,część miasta,18.631999428054897,50.003489127315255
PL.PZGiK.320.NGRP.23,Abram,miejscowość,część wsi,19.65399662713093,51.60788582197731
PL.PZGiK.320.NGRP.24,Abramowce,miejscowość,leśniczówka,19.89656894175687,53.9943666888777
PL.PZGiK.320.NGRP.25,Abramowice,miejscowość,część miasta,22.581598714291346,51.20852907023074
PL.PZGiK.320.NGRP.26,Abramowice,miejscowość,przysiółek wsi,20.194168013420406,49.79205711599915
PL.PZGiK.320.NGRP.27,Abramowice Kościelne,miejscowość,wieś,22.62946557398994,51.191300097891364
PL.PZGiK.320.NGRP.28,Abramowice Prywatne,miejscowość,wieś,22.620532853047173,51.204705931266595
PL.PZGiK.320.NGRP.31,Abramów,miejscowość,wieś,22.315700949485457,51.456231956138815
PL.PZGiK.320.NGRP.32,Abramów,miejscowość,część wsi,22.53367394100136,51.04685307387805
PL.PZGiK.320.NGRP.33,Abramów,miejscowość,wieś,22.700393220930437,50.698238138933
PL.PZGiK.320.NGRP.36,Abramów,miejscowość,przysiółek wsi,19.180209645119803,49.57826056944516
PL.PZGiK.320.NGRP.39,Abramów-Kolonia,miejscowość,część wsi,22.71382712783996,50.69880182492747
PL.PZGiK.320.NGRP.40,Abramówka,miejscowość,część wsi,23.12966534109917,51.31778683548695
PL.PZGiK.320.NGRP.42,Abramy,miejscowość,wieś,21.80067010468551,52.253874150044524
PL.PZGiK.320.NGRP.44,Achrymowce,miejscowość,wieś,23.547004764915467,53.51357120420202
PL.PZGiK.320.NGRP.54,Adama,miejscowość,część wsi,20.210969624159294,50.41423216919353
PL.PZGiK.320.NGRP.55,Osiedle Adama Asnyka,miejscowość,część miasta,16.136064789539184,51.20119429002574
PL.PZGiK.320.NGRP.56,Osiedle Adama Asnyka,miejscowość,część miasta,18.074875810259506,51.74656332691146
PL.PZGiK.320.NGRP.57,Osiedle Adama,miejscowość,część miasta,19.072508460426377,50.21810343057659
PL.PZGiK.320.NGRP.59,Adamcowa,miejscowość,część wsi,19.925683656195588,49.6357646548761
PL.PZGiK.320.NGRP.61,Adamczowice,miejscowość,wieś,21.47092805285475,50.654391080028404
PL.PZGiK.320.NGRP.62,Kolonia Adamczowice,miejscowość,kolonia wsi,21.474685811892144,50.65888565416409
PL.PZGiK.320.NGRP.63,Adamczycha,miejscowość,wieś,21.26304739342583,53.10696848161064
PL.PZGiK.320.NGRP.64,Jadamczyki,miejscowość,część wsi,20.064667769732292,49.63650160520396
PL.PZGiK.320.NGRP.65,Adamczykowa Rola,miejscowość,część wsi,19.62782016353053,49.52248366840735
PL.PZGiK.320.NGRP.67,Adamek,miejscowość,wieś,20.506439075823963,51.07069828889592
PL.PZGiK.320.NGRP.71,Adamierz,miejscowość,wieś,17.79541580530108,52.152594626835615
PL.PZGiK.320.NGRP.72,Adamierz,miejscowość,wieś,20.900085183096884,50.205051976776204
PL.PZGiK.320.NGRP.73,Adamin,miejscowość,wieś,18.836182663681914,52.16352043389188
PL.PZGiK.320.NGRP.75,Adaminowo,miejscowość,wieś,19.271922743439898,52.59500371693571
PL.PZGiK.320.NGRP.76,Adaminów,miejscowość,część wsi,21.133055623756114,51.57666663195985
PL.PZGiK.320.NGRP.77,Adamka,miejscowość,część wsi,21.652767201059127,53.14822256126583
PL.PZGiK.320.NGRP.78,Adamka,miejscowość,wieś,18.837250855538752,51.76634132359647
PL.PZGiK.320.NGRP.79,Adamki,miejscowość,wieś,18.494978128319985,51.66476169946337
PL.PZGiK.320.NGRP.80,Adamki,miejscowość,osada,17.114687401459094,54.00111285601562
PL.PZGiK.320.NGRP.81,Adamki,miejscowość,wieś,19.123000932004228,52.998789159082634
PL.PZGiK.320.NGRP.82,Adamki,miejscowość,część wsi,22.56695994715354,51.76769337341113
PL.PZGiK.320.NGRP.83,Adamki,miejscowość,kolonia wsi,23.48174613320088,51.50925763171628
PL.PZGiK.320.NGRP.84,Adamki,miejscowość,część wsi,19.37382579253849,49.67495370700132
PL.PZGiK.320.NGRP.85,Adamkowo,miejscowość,wieś,17.69924684016153,53.51408656556158
PL.PZGiK.320.NGRP.86,Adamkówka,miejscowość,część wsi,19.6368642801141,49.76577625114604
PL.PZGiK.320.NGRP.87,Adamkówka,miejscowość,część wsi,19.717250370278965,49.75712639955161
PL.PZGiK.320.NGRP.88,Adamkówka,miejscowość,część wsi,19.648312447805708,49.488498864870614
PL.PZGiK.320.NGRP.90,Adamowa,miejscowość,część wsi,19.76174138044364,49.7172638656626
PL.PZGiK.320.NGRP.91,Adamowa Góra,miejscowość,wieś,20.205476224794122,52.26434556508705
PL.PZGiK.320.NGRP.95,Adamowe Łączki,miejscowość,część wsi,23.304960801020968,53.96620620654932
PL.PZGiK.320.NGRP.96,Adamowice,miejscowość,część miasta,18.297552526098638,50.51625177147097
PL.PZGiK.320.NGRP.97,Adamowice,miejscowość,wieś,18.331659365075478,50.13028090403049
PL.PZGiK.320.NGRP.98,Adamowice,miejscowość,wieś,19.298013959276187,52.234447125121406
PL.PZGiK.320.NGRP.99,Adamowice,miejscowość,przysiółek wsi,19.323284922241516,52.21279676109885
PL.PZGiK.320.NGRP.100,Adamowice,miejscowość,wieś,20.481168781663868,51.94076146505313
PL.PZGiK.320.NGRP.101,Adamowice,miejscowość,wieś,19.853706555866697,50.37864297580645
PL.PZGiK.320.NGRP.102,Adamowizna,miejscowość,wieś,23.12800786197217,54.17738302361125
PL.PZGiK.320.NGRP.103,Adamowizna,miejscowość,wieś,20.63356206641044,52.07035821766711
PL.PZGiK.320.NGRP.104,Adamowizna A,miejscowość,część wsi,20.638330123237484,52.06991398727145
PL.PZGiK.320.NGRP.105,Adamowizna B,miejscowość,przysiółek wsi,20.641378887388058,52.07463726781651
PL.PZGiK.320.NGRP.106,Adamowo,miejscowość,część wsi,16.431954249970328,51.90923464334454
PL.PZGiK.320.NGRP.107,Adamowo,miejscowość,osada,16.690483932523296,51.96369872454039
PL.PZGiK.320.NGRP.108,Adamowo,miejscowość,wieś,16.127069629649817,52.09328797962847
PL.PZGiK.320.NGRP.109,Adamowo,miejscowość,wieś,18.04908707976786,52.44877485148175
PL.PZGiK.320.NGRP.110,Adamowo,miejscowość,wieś,19.26149484775154,54.15450310941782
PL.PZGiK.320.NGRP.111,Adamowo,miejscowość,wieś,19.379011697867192,53.90598604893896
PL.PZGiK.320.NGRP.112,Adamowo,miejscowość,wieś,19.348694397361243,53.705039625802826
PL.PZGiK.320.NGRP.113,Adamowo,miejscowość,kolonia,17.304527368067944,53.388489587097105
PL.PZGiK.320.NGRP.114,Adamowo,miejscowość,kolonia wsi,18.75674211982221,52.781088680825405
PL.PZGiK.320.NGRP.115,Adamowo,miejscowość,wieś,19.1645684893612,53.4277683573432
PL.PZGiK.320.NGRP.116,Adamowo,miejscowość,wieś,19.276668367387284,52.94944243328095
PL.PZGiK.320.NGRP.117,Adamowo,miejscowość,wieś,19.486673332198684,52.842782758196094
PL.PZGiK.320.NGRP.118,Adamowo,miejscowość,wieś,19.920323388374747,53.18041901333316
PL.PZGiK.320.NGRP.119,Adamowo,miejscowość,wieś,19.89362434021453,52.91167380119152
PL.PZGiK.320.NGRP.120,Adamowo,miejscowość,wieś,20.177558557930897,52.91437278132869
PL.PZGiK.320.NGRP.121,Adamowo,miejscowość,wieś,21.27503409819029,52.91363026684751
PL.PZGiK.320.NGRP.122,Adamowo,miejscowość,wieś,20.69995305820576,52.66294874132617
PL.PZGiK.320.NGRP.123,Adamowo,miejscowość,część wsi,22.453130311409243,52.66168439384208
PL.PZGiK.320.NGRP.124,Adamowo,miejscowość,wieś,20.990434782065833,53.8701173418468
PL.PZGiK.320.NGRP.125,Adamowo,miejscowość,wieś,20.607403484365175,52.56882333543887
PL.PZGiK.320.NGRP.126,Adamowo,miejscowość,część wsi,20.889726958886527,52.57318474509824
PL.PZGiK.320.NGRP.127,Adamowo,miejscowość,część wsi,22.329799848001112,53.587831690596325
PL.PZGiK.320.NGRP.128,Adamowo,miejscowość,leśniczówka,23.12298804233065,52.364732337232745
PL.PZGiK.320.NGRP.129,Adamowo,miejscowość,osada,23.12764467562517,52.35936122798586
PL.PZGiK.320.NGRP.130,Adamowo,miejscowość,wieś,21.49324089113268,52.73479067726452
PL.PZGiK.320.NGRP.131,Adamowo-Osiedle,miejscowość,część wsi,19.329730671916533,54.161791812830074
PL.PZGiK.320.NGRP.132,Adamowo-Zastawa,miejscowość,wieś,23.12233815993575,52.36289881569135
PL.PZGiK.320.NGRP.135,Adamów,miejscowość,wieś,18.09432500065453,52.26073217364431
PL.PZGiK.320.NGRP.136,Adamów,miejscowość,wieś,18.363116514353823,52.15399911463869
PL.PZGiK.320.NGRP.137,Kadzidłowa-Adamów,miejscowość,część wsi,18.93558547203091,52.19237581828305
PL.PZGiK.320.NGRP.138,Adamów,miejscowość,wieś,19.64444444957135,52.340833312977665
PL.PZGiK.320.NGRP.139,Adamów,miejscowość,część wsi,19.570612280499486,52.28492860907234
PL.PZGiK.320.NGRP.140,Adamów,miejscowość,część kolonii,19.206469958888476,52.18120009588103
PL.PZGiK.320.NGRP.141,Adamów,miejscowość,wieś,19.28914189830443,52.271676442437276
PL.PZGiK.320.NGRP.142,Adamów,miejscowość,część wsi,19.53643916629257,52.21289896554301
PL.PZGiK.320.NGRP.144,Adamów,miejscowość,wieś,20.634927210459214,52.14677844882237
PL.PZGiK.320.NGRP.145,Adamów,miejscowość,wieś,20.234868808645054,51.91631912493112
PL.PZGiK.320.NGRP.146,Adamów,miejscowość,wieś,21.813842725577164,52.32296124455404
PL.PZGiK.320.NGRP.147,Adamów,miejscowość,wieś,21.704184755903757,52.280403269469154
PL.PZGiK.320.NGRP.149,Adamów,miejscowość,wieś,19.964949535394815,51.66648162318879
PL.PZGiK.320.NGRP.150,Adamów,miejscowość,wieś,20.910941426896446,51.66951010413376
PL.PZGiK.320.NGRP.151,Adamów,miejscowość,część wsi,19.78730846254793,51.57707116071798
PL.PZGiK.320.NGRP.152,Adamów,miejscowość,część wsi,21.301096974421874,51.722500852405
PL.PZGiK.320.NGRP.153,Adamów,miejscowość,wieś,22.264376221084582,51.743054173976894
PL.PZGiK.320.NGRP.154,Adamów,miejscowość,wieś,21.37175090365188,51.61898891636782
PL.PZGiK.320.NGRP.156,Adamów,miejscowość,wieś,23.104831191847232,51.2505015529541
PL.PZGiK.320.NGRP.157,Adamów,miejscowość,kolonia,23.31405581664557,51.11374598051668
PL.PZGiK.320.NGRP.158,Adamów,miejscowość,część wsi,20.748847463141846,51.50390374417016
PL.PZGiK.320.NGRP.159,Adamów,miejscowość,część wsi,21.385906623042963,51.380624491645136
PL.PZGiK.320.NGRP.160,Adamów,miejscowość,przysiółek wsi,21.043388744320655,51.32567807710542
PL.PZGiK.320.NGRP.161,Adamów,miejscowość,wieś,23.15027581951322,50.59424934780462
PL.PZGiK.320.NGRP.162,Adamów,miejscowość,wieś,19.005723761951963,51.87095105736322
PL.PZGiK.320.NGRP.163,Adamów,miejscowość,wieś,19.690598142433153,51.77197024065905
PL.PZGiK.320.NGRP.164,Adamów,miejscowość,kolonia,19.311178769649185,51.40707335901428
PL.PZGiK.320.NGRP.165,Adamów,miejscowość,osada,19.369027890993927,51.211521183339215
PL.PZGiK.320.NGRP.166,Adamów,miejscowość,wieś,19.74856807196904,51.158102381295585
PL.PZGiK.320.NGRP.167,Adamów,miejscowość,wieś,19.29318779686244,51.10082626708465
PL.PZGiK.320.NGRP.168,Adamów,miejscowość,wieś,19.912403522979275,51.44644776654311
PL.PZGiK.320.NGRP.169,Adamów,miejscowość,wieś,20.39301321908362,51.35925787246953
PL.PZGiK.320.NGRP.170,Adamów,miejscowość,wieś,20.111745912705597,51.281694207701506
PL.PZGiK.320.NGRP.171,Adamów,miejscowość,wieś,20.13407767868649,51.19610270972412
PL.PZGiK.320.NGRP.172,Adamów,miejscowość,wieś,21.14904427812149,51.019968110638494
PL.PZGiK.320.NGRP.173,Adamów,miejscowość,osada leśna,21.151763207290642,51.03309726594365
PL.PZGiK.320.NGRP.174,Adamów,miejscowość,wieś,21.443055522594843,51.02888892517286
PL.PZGiK.320.NGRP.175,Adamów,miejscowość,przysiółek wsi,20.732504068044275,50.99233628836193
PL.PZGiK.320.NGRP.176,Adamów,miejscowość,wieś,21.45786938068805,50.80875106224985
PL.PZGiK.320.NGRP.177,Adamów,miejscowość,wieś,20.428747476416767,51.05974097632515
PL.PZGiK.320.NGRP.178,Adamów,miejscowość,wieś,21.524483088980688,50.77746581765167
PL.PZGiK.320.NGRP.179,Adamów,miejscowość,część wsi,19.21027830289787,50.96927183980904
PL.PZGiK.320.NGRP.180,Adamów,miejscowość,wieś,19.33512874124023,50.86858660704684
PL.PZGiK.320.NGRP.181,Adamów,miejscowość,osada leśna,19.185634508254,50.72923314599837
PL.PZGiK.320.NGRP.182,Adamów-Kolonia,miejscowość,część wsi,18.088881971192084,52.26175405084471
PL.PZGiK.320.NGRP.183,Adamów-Kolonia,miejscowość,część wsi,23.136516528161128,50.583762795447356
PL.PZGiK.320.NGRP.184,Adamów-Kolonia,miejscowość,część wsi,19.343469494432913,50.875571151648415
PL.PZGiK.320.NGRP.185,Adamów-Parcel,miejscowość,wieś,20.580402952954238,52.016606810717334
PL.PZGiK.320.NGRP.186,Adamów-Wieś,miejscowość,wieś,20.59615511249143,52.02426015531376
PL.PZGiK.320.NGRP.187,Adamów Drwalewski,miejscowość,wieś,21.03626115658386,51.9229095082003
PL.PZGiK.320.NGRP.188,Adamów Górny,miejscowość,część wsi,19.636005598175622,52.34248083016848
PL.PZGiK.320.NGRP.189,Adamów Rososki,miejscowość,wieś,21.139113412285003,51.917617422222854
PL.PZGiK.320.NGRP.190,Adamówek,miejscowość,wieś,20.725919778211694,52.36635061093225
PL.PZGiK.320.NGRP.191,Adamówek,miejscowość,wieś,20.53901970735805,51.9453251658791
PL.PZGiK.320.NGRP.192,Adamówek,miejscowość,część miasta,19.27956402223918,51.948367980204104
PL.PZGiK.320.NGRP.193,Adamówek,miejscowość,część wsi,18.924344744769012,51.566572556263154
PL.PZGiK.320.NGRP.194,Kolonia Adamówek,miejscowość,kolonia wsi,20.725718275984512,52.35995926376777
PL.PZGiK.320.NGRP.195,Adamówka,miejscowość,przysiółek wsi,21.467288439722473,52.20726995220793
PL.PZGiK.320.NGRP.196,Adamówka,miejscowość,część wsi,21.359452855932656,52.12903266212472
PL.PZGiK.320.NGRP.197,Adamówka,miejscowość,wieś,22.804520172243485,50.935497583410836
PL.PZGiK.320.NGRP.198,Adamówka,miejscowość,przysiółek wsi,21.930919127073892,51.42586770428504
PL.PZGiK.320.NGRP.199,Adamówka,miejscowość,przysiółek wsi,21.91995040343521,51.39467249993524
PL.PZGiK.320.NGRP.200,Adamówka,miejscowość,część wsi,22.35508854409364,50.16460047926376
PL.PZGiK.320.NGRP.201,Adamówka,miejscowość,wieś,22.695927792570632,50.25837383070505
PL.PZGiK.320.NGRP.202,Adamówka,miejscowość,przysiółek wsi,22.783622583826812,49.98679901746954
PL.PZGiK.320.NGRP.203,Adamówka,miejscowość,część miasta,21.167254077507817,50.537937167777535
PL.PZGiK.320.NGRP.205,Adampol,miejscowość,wieś,21.590972745088674,52.51649055057384
PL.PZGiK.320.NGRP.206,Adampol,miejscowość,wieś,21.725891620532057,52.39541117920027
PL.PZGiK.320.NGRP.207,Adampol,miejscowość,osada,23.46128944261951,51.549510950673906
PL.PZGiK.320.NGRP.208,Adampol,miejscowość,część miasta,22.681764307598424,51.219283765579576
PL.PZGiK.320.NGRP.209,Adampol,miejscowość,kolonia,23.460953031811545,51.54496579664118
PL.PZGiK.320.NGRP.211,Adamusy,miejscowość,wieś,21.77930889495415,53.40804583840791
PL.PZGiK.320.NGRP.212,Adamy,miejscowość,część wsi,19.470554631999228,49.69047634642439
PL.PZGiK.320.NGRP.213,Adelajda,miejscowość,przysiółek wsi,18.770272078702607,49.94637402944264
PL.PZGiK.320.NGRP.215,Adelin,miejscowość,część wsi,18.390581474893803,51.872616586304424
PL.PZGiK.320.NGRP.217,Adelin,miejscowość,wieś,21.449744120290354,52.496187321948895
PL.PZGiK.320.NGRP.218,Adelin,miejscowość,część miasta,21.11087009736479,52.35691233122415
PL.PZGiK.320.NGRP.219,Adelin,miejscowość,część wsi,20.67445214377877,51.808542822723915
PL.PZGiK.320.NGRP.220,Adelina,miejscowość,wieś,22.148980416196448,51.13773139376181
PL.PZGiK.320.NGRP.221,Adelina,miejscowość,wieś,23.77470431532096,50.65963389385278
PL.PZGiK.320.NGRP.222,Adelinów,miejscowość,wieś,19.8789966130049,51.282604573841354
PL.PZGiK.320.NGRP.223,Adelinów,miejscowość,kolonia,20.080469310043956,51.07109261642951
PL.PZGiK.320.NGRP.224,Adientówka,miejscowość,przysiółek wsi,21.612753769168123,52.16347834965738
PL.PZGiK.320.NGRP.225,Adolfin,miejscowość,część wsi,18.669708768888864,52.71610049083154
PL.PZGiK.320.NGRP.226,Adolfin,miejscowość,kolonia,23.290969301742006,51.178794742286634
PL.PZGiK.320.NGRP.227,Adolfin,miejscowość,wieś,21.38659686581878,51.44944956676432
PL.PZGiK.320.NGRP.228,Adolfin-Bachorza,miejscowość,kolonia wsi,18.67248188604177,52.72142622408377
PL.PZGiK.320.NGRP.229,Adolfinów,miejscowość,osada,19.548176272651208,51.297796358250814
PL.PZGiK.320.NGRP.231,Adolfowo,miejscowość,wieś,16.215007977129602,52.10876656447299
PL.PZGiK.320.NGRP.232,Adolfowo,miejscowość,część wsi,17.019832454831,52.96957757322097
PL.PZGiK.320.NGRP.234,Adolfowo,miejscowość,część wsi,20.07159756450928,52.92799136179436
PL.PZGiK.320.NGRP.235,Adolfów,miejscowość,wieś,22.281270624537438,52.651752901870054
PL.PZGiK.320.NGRP.236,Adolfów,miejscowość,wieś,19.35890108748379,51.9349833618194
PL.PZGiK.320.NGRP.237,Adolfów,miejscowość,część wsi,19.139046925208532,51.68076843763789
PL.PZGiK.320.NGRP.238,Adrianka,miejscowość,część wsi,19.52969026525574,53.46808175407534
PL.PZGiK.320.NGRP.240,Afryka,miejscowość,wieś,20.081323154564185,51.2230945174588
PL.PZGiK.320.NGRP.244,Agatówka,miejscowość,wieś,22.005699483882616,50.60943998578544
PL.PZGiK.320.NGRP.245,Agatówka,miejscowość,wieś,22.08150229439244,50.83794506751521
PL.PZGiK.320.NGRP.246,Kolonia Agatówka,miejscowość,kolonia wsi,22.082431242478073,50.83457925209902
PL.PZGiK.320.NGRP.248,Kolonia Agnieszki,miejscowość,część miasta,19.008888948887368,50.285833317352974
PL.PZGiK.320.NGRP.249,Agnieszkowo,miejscowość,wieś,18.765056406594066,52.55588522142321
PL.PZGiK.320.NGRP.250,Agnieszkowo,miejscowość,wieś,19.51807674507149,52.9273928543755
PL.PZGiK.320.NGRP.251,Agnieszkowo,miejscowość,przysiółek wsi,20.037235658249404,52.93139308678258
PL.PZGiK.320.NGRP.252,Agnieszkowo-Krzyżówki,miejscowość,przysiółek wsi,19.545778141707462,52.91682377714964
PL.PZGiK.320.NGRP.253,Agnieszków,miejscowość,część wsi,18.34252955251706,51.75646528263978
PL.PZGiK.320.NGRP.254,Agnopol,miejscowość,wieś,20.029032381070206,51.662144568799555
PL.PZGiK.320.NGRP.255,Agrafinówka,miejscowość,wieś,22.739730769760392,54.15563016073198
PL.PZGiK.320.NGRP.256,Agronomówka,miejscowość,przysiółek wsi,15.53288129062363,53.43695104504602
PL.PZGiK.320.NGRP.257,Agroosiedle,miejscowość,część wsi,17.69586109582114,51.14739655520325
PL.PZGiK.320.NGRP.261,Akacyjki,miejscowość,część wsi,18.153581304688636,51.51683259776125
PL.PZGiK.320.NGRP.262,Osiedle Akademickie,miejscowość,część miasta,17.043543458743915,54.45428391377518
PL.PZGiK.320.NGRP.263,Osiedle Akademickie,miejscowość,część miasta,21.16071564122348,51.42150807097949
PL.PZGiK.320.NGRP.265,Aksamitowizna,miejscowość,część wsi,22.65617955506722,54.22421126370654
PL.PZGiK.320.NGRP.267,Aksamity,miejscowość,część miasta,20.097088813870236,49.68107770035204
PL.PZGiK.320.NGRP.268,Aksmanice,miejscowość,wieś,22.740560769140657,49.67613754058847
PL.PZGiK.320.NGRP.269,Akwizgran,miejscowość,wieś,20.38385098292369,50.92773934208084
PL.PZGiK.320.NGRP.272,Albania,miejscowość,część wsi,21.291822935333542,52.71500170107619
PL.PZGiK.320.NGRP.273,Albertowa,miejscowość,część wsi,19.68278835437715,49.455964839390816
PL.PZGiK.320.NGRP.274,Albertowo,miejscowość,część wsi,19.09729270504915,53.700257387769526
PL.PZGiK.320.NGRP.275,Albertowsko,miejscowość,wieś,16.198140706340542,52.26628812436436
PL.PZGiK.320.NGRP.276,Albertów,miejscowość,wieś,18.415021199077533,52.02538466968594
PL.PZGiK.320.NGRP.277,Albertów,miejscowość,kolonia wsi,16.779013721874165,50.5937160378324
PL.PZGiK.320.NGRP.278,Albertów,miejscowość,wieś,19.824559634344403,51.67618032331759
PL.PZGiK.320.NGRP.279,Albertów,miejscowość,wieś,20.11333142164587,51.59686252290794
PL.PZGiK.320.NGRP.280,Albertów,miejscowość,wieś,23.05607921208929,51.29927414260217
PL.PZGiK.320.NGRP.281,Albertów,miejscowość,wieś,19.183333339260308,51.792222221700996
PL.PZGiK.320.NGRP.282,Albertów,miejscowość,wieś,18.81923219356548,51.027888156568
PL.PZGiK.320.NGRP.283,Albertów Drugi,miejscowość,część wsi,23.06499237759145,51.300850371698694
PL.PZGiK.320.NGRP.284,Albertów Pierwszy,miejscowość,część wsi,23.05923204110548,51.29208980613827
PL.PZGiK.320.NGRP.285,Albertynowo,miejscowość,część wsi,17.052281018656874,52.83057183579882
PL.PZGiK.320.NGRP.286,Osiedle Albertyńskie,miejscowość,część miasta,20.018875815955322,50.08203065069629
PL.PZGiK.320.NGRP.287,Albigowa,miejscowość,wieś,22.228065862144916,50.017296276439595
PL.PZGiK.320.NGRP.289,Albinów,miejscowość,wieś,22.125693722251704,52.608213463167
PL.PZGiK.320.NGRP.290,Albinów,miejscowość,wieś,19.824868721436182,51.97232923916972
PL.PZGiK.320.NGRP.291,Albinów,miejscowość,wieś,21.936132210728807,52.175655806503876
PL.PZGiK.320.NGRP.292,Albinów Duży,miejscowość,wieś,22.742544558015485,50.71621098789751
PL.PZGiK.320.NGRP.293,Albinów Mały,miejscowość,wieś,22.72898163831632,50.71348727838364
PL.PZGiK.320.NGRP.295,Albrechtowo,miejscowość,przysiółek wsi,18.47161946442757,52.437024859136976
PL.PZGiK.320.NGRP.296,Albrechtówka,miejscowość,część miasta,21.915654139360186,51.31254179915883
PL.PZGiK.320.NGRP.297,Alej Borowa,miejscowość,część wsi,19.05656285325982,49.933793305376646
PL.PZGiK.320.NGRP.298,Alej Kaniowska,miejscowość,część wsi,19.040092394280876,49.93488509886383
PL.PZGiK.320.NGRP.299,Aleja,miejscowość,przysiółek wsi,18.145113582376077,51.67627067920842
PL.PZGiK.320.NGRP.300,Osiedle Aleja Pokoju,miejscowość,część miasta,18.728257860403172,51.58960221444214
PL.PZGiK.320.NGRP.309,Aleksandria,miejscowość,wieś,18.215212170575658,51.61853599120225
PL.PZGiK.320.NGRP.310,Aleksandria,miejscowość,część wsi,18.48500002139562,51.612777750190084
PL.PZGiK.320.NGRP.311,Aleksandria,miejscowość,wieś,20.622502855331373,52.609004003380704
PL.PZGiK.320.NGRP.312,Aleksandria,miejscowość,wieś,20.420942771432397,52.01400981554738
PL.PZGiK.320.NGRP.313,Aleksandria,miejscowość,wieś,19.329167609114304,51.94314909862267
PL.PZGiK.320.NGRP.314,Aleksandria Druga,miejscowość,część wsi,18.93370023886651,50.735337667706474
PL.PZGiK.320.NGRP.315,Aleksandria Krzywowolska,miejscowość,wieś,23.273120442746965,51.139367344216524
PL.PZGiK.320.NGRP.316,Aleksandria Krzywowolska Dolna,miejscowość,część wsi,23.28142133143666,51.13379577084159
PL.PZGiK.320.NGRP.317,Aleksandria Krzywowolska Górna,miejscowość,część wsi,23.267136508186308,51.13939711625208
PL.PZGiK.320.NGRP.318,Aleksandria Niedziałowska,miejscowość,wieś,23.35137384348575,51.077008596262274
PL.PZGiK.320.NGRP.319,Aleksandria Niedziałowska-Huta,miejscowość,część wsi,23.346433645730183,51.07489992407459
PL.PZGiK.320.NGRP.320,Aleksandria Pierwsza,miejscowość,część wsi,18.953392975648292,50.74104106013193
PL.PZGiK.320.NGRP.321,Aleksandrowice,miejscowość,wieś,16.78678663785418,51.4428457855547
PL.PZGiK.320.NGRP.322,Aleksandrowice,miejscowość,wieś,19.763116002528896,50.08122148709139
PL.PZGiK.320.NGRP.323,Aleksandrowice,miejscowość,część miasta,19.01370834582324,49.810856448794404
PL.PZGiK.320.NGRP.325,Aleksandrowiec,miejscowość,osada leśna,18.06394438424161,53.30775690461368
PL.PZGiK.320.NGRP.326,Aleksandrowo,miejscowość,osada,16.934851899588796,51.84126238909077
PL.PZGiK.320.NGRP.327,Aleksandrowo,miejscowość,osada leśna,16.119604273668482,52.23309247703657
PL.PZGiK.320.NGRP.328,Aleksandrowo,miejscowość,część wsi,16.309602893045632,52.719714136511975
PL.PZGiK.320.NGRP.329,Aleksandrowo,miejscowość,osada,15.939279627447172,52.63166607806246
PL.PZGiK.320.NGRP.330,Aleksandrowo,miejscowość,wieś,17.49441614831758,52.90419600670333
PL.PZGiK.320.NGRP.331,Aleksandrowo,miejscowość,wieś,18.140077055539795,53.22235333867255
PL.PZGiK.320.NGRP.332,Aleksandrowo,miejscowość,kolonia wsi,17.835820582400455,53.032007743066565
PL.PZGiK.320.NGRP.333,Aleksandrowo,miejscowość,wieś,18.04937837665565,52.814876809626156
PL.PZGiK.320.NGRP.334,Aleksandrowo,miejscowość,wieś,18.872471135238992,52.6748323345142
PL.PZGiK.320.NGRP.335,Aleksandrowo,miejscowość,kolonia wsi,18.466575396703075,52.50104335538085
PL.PZGiK.320.NGRP.336,Aleksandrowo,miejscowość,część wsi,20.322368025839697,52.92656581343396
PL.PZGiK.320.NGRP.337,Aleksandrowo,miejscowość,przysiółek wsi,20.298333316655338,52.85333335337467
PL.PZGiK.320.NGRP.338,Aleksandrowo,miejscowość,wieś,19.90670039035803,52.627892159812
PL.PZGiK.320.NGRP.339,Aleksandrowo,miejscowość,wieś,22.772141198793832,54.08540798222921
PL.PZGiK.320.NGRP.340,Aleksandrowo,miejscowość,wieś,23.15603734352544,54.09861602053126
PL.PZGiK.320.NGRP.341,Aleksandrowo,miejscowość,część wsi,21.413512218158292,52.74266310218017
